"Ptagis_ID","Year","Q05","Q25","Q50","Q75","Q95","Mean"
"ELKC",2019,0,0.566153993,4.384811526,10.36097669,14.31456275,5.57768694
"HERDC",2000,0.07462197,1.465425124,5.833548719,10.43165529,15.21587807,6.391221228
"HERDC",2005,0.273399079,1.690950451,4.539830661,9.405454467,14.60966364,5.886643314
"HERDC",1999,0.266815761,1.205047288,4.545403079,9.830730447,14.09257644,5.528579426
"HERDC",2012,0.053665228,1.064233289,4.910200819,10.97761827,15.13560091,6.141990963
"HERDC",2024,NA,NA,NA,NA,NA,NA
"HERDC",2013,0.10837265,1.352432698,5.147122911,10.79355616,15.20477252,6.311745146
"HERDC",2001,0,0.922642588,4.989811325,11.25319993,14.87952686,6.276060147
"HERDC",2002,0.062896641,1.065681217,4.947197628,10.7393957,14.75039714,6.251705861
"HERDC",2003,0.484624607,1.510956672,4.487371894,10.9525961,15.85090801,6.228644029
"HERDC",2004,0.204753761,1.355651092,6.094975518,10.3527896,14.49448356,6.330988665
"HERDC",2017,0,1.397907053,5.053149095,9.094076011,14.74473778,6.057230319
"HERDC",2006,0.308986283,1.283847835,4.969014337,10.20558847,14.64320913,6.016632698
"HERDC",2007,0,1.343385116,5.232830832,11.85048543,15.86981835,6.741258087
"HERDC",2008,0,1.323873591,4.444229473,9.841095973,14.45975878,5.694017796
"HERDC",2009,0.020128593,1.528780357,4.637103976,10.58850982,14.13294203,5.975432537
"HERDC",2010,0.09268022,1.22990821,3.821218201,9.490674533,14.1981165,5.321446333
"HERDC",2011,0.040655864,1.122216786,3.661915746,10.18311152,13.79887608,5.589640784
"HERDC",1998,0.018738193,0.981931807,4.06710755,8.819214104,14.74396568,5.60801924
"HERDC",2015,0.239068211,2.024263379,5.918157474,11.53194488,14.79917241,6.739458841
"HERDC",2016,0.098909171,1.562076156,5.815493794,10.36218106,14.60972147,6.349020696
"HERDC",2018,0.395162253,1.201091437,4.925914536,10.59053061,15.35760075,6.124088695
"HERDC",2014,0,1.488426548,4.514737319,10.73756791,14.84777255,6.019116669
"HERDC",2020,0,1.010613328,4.121776296,10.23957009,14.71385145,5.899631465
"HERDC",2021,0,1.056497307,5.334446937,12.13044468,15.84237168,6.662313445
"HERDC",2022,NA,NA,NA,NA,NA,NA
"HERDC",2019,0.064815563,1.137168149,4.983983477,9.957975672,14.45591757,5.875499143
"HERDC",1997,0.260106441,1.169927982,3.727082989,9.982015844,13.73512056,5.670073699
"HERDC",1992,0.005688103,1.194616429,6.273295388,10.4988925,14.65105536,6.354508378
"HERDC",1993,0.021633426,0.901858166,4.505162972,8.852143174,12.34518461,5.256700229
"HERDC",2023,NA,NA,NA,NA,NA,NA
"HERDC",1995,0.273259598,1.273328499,4.117508742,8.125997495,13.16052299,5.187291511
"HERDC",1996,0.036574308,1.547998187,4.126996651,9.449632375,14.35015797,5.585224078
"HERDC",1994,0,1.02906268,5.133943206,11.06742651,15.03827038,6.42045964
"SALRSF",2012,0.221932486,0.897753027,4.272530576,10.37354689,15.24098682,5.74487293
"SALRSF",2023,NA,NA,NA,NA,NA,NA
"SALRSF",2024,NA,NA,NA,NA,NA,NA
"SALRSF",2013,0,1.421720204,4.488215293,10.73247247,15.22227516,6.146777442
"SALRSF",2011,0.035130571,1.053116957,3.607010384,9.782254106,14.05662447,5.363103046
"SALRSF",2002,0,0.904256346,4.461746565,10.34899118,14.64175392,5.781692298
"SALRSF",2019,0,0.805679228,4.375213496,10.55187888,14.44564559,5.788323705
"SALRSF",2020,0.004168367,1.056988051,4.070939329,9.935763279,14.72622346,5.627916184
"SALRSF",2021,0.050945627,0.680807082,4.534981901,11.52564215,15.98181469,6.141835596
"SALRSF",2022,NA,NA,NA,NA,NA,NA
"SALRSF",2010,0.115574395,1.233055914,4.009952017,9.76958521,14.23987566,5.377457959
"SALRSF",1998,0.021176009,0.994965431,3.632797602,9.119391396,14.87223532,5.458609815
"SALRSF",1999,0,0.752128307,3.952857703,8.048102599,13.59206899,4.890208283
"SALRSF",2000,0.055313661,1.218306972,4.826088346,9.435244782,14.75296685,5.800629069
"SALRSF",2001,0,0.689393023,4.659240881,11.06911843,15.09384423,6.015183723
"SALRSF",2014,0,1.500384242,4.474528084,10.535875,15.24131984,5.818011725
"SALRSF",2015,0.313767929,1.959425858,5.680305804,11.46619957,15.07103341,6.752698873
"SALRSF",2016,0.222202266,1.615925985,5.131418324,10.4368901,14.34989741,6.271701312
"SALRSF",2017,0,1.565007845,4.962814632,9.911052339,15.38555592,6.081571782
"SALRSF",2018,0.438046981,1.293015692,4.250205764,10.92121134,15.43303048,6.006900814
"SALRSF",1994,0.027430515,0.978114802,4.934616112,10.65133188,15.15846204,6.02190767
"SALRSF",1995,0.144900571,1.15373236,3.761431269,8.677724449,12.99900471,5.023178472
"SALRSF",1996,0.155468166,1.697512264,3.756563483,7.579562182,13.6479546,5.200905559
"SALRSF",1997,0.007552104,0.816921767,3.511227138,8.990906022,13.03019359,5.048871726
"SALRSF",1993,0,0.633821173,3.959665433,8.541470232,11.9763992,4.893443681
"SALRSF",2006,0.038296278,0.90786429,4.165987487,9.293419414,14.76455139,5.665432779
"SALRSF",2003,0.3605918,1.340787184,3.997681156,9.450167606,15.35773667,5.745815418
"SALRSF",1992,0,1.15086346,4.727797669,10.21009403,14.28950314,5.947820934
"SALRSF",2009,0.050014469,1.226279123,4.264061176,11.0277603,14.52648026,5.921813617
"SALRSF",2005,0.21368851,1.61671372,4.556400135,9.638065815,14.8819551,5.949898375
"SALRSF",2007,0,1.272330255,4.635009486,11.43331138,16.18672941,6.432645123
"SALRSF",2008,0,1.20708544,4.206379024,9.922680316,14.38383579,5.408948789
"SALRSF",2004,0,0.928449901,5.303001559,9.992031138,14.97812507,5.919476589
"LAKEC",2002,0,0.678667443,3.32015625,8.699317124,12.63431877,4.623946894
"LAKEC",2000,0,0.732239984,4.157894574,7.10009755,12.89898292,4.650766231
"LAKEC",2001,0,0.59144667,3.656047758,9.509494227,13.49929368,5.035956855
"LAKEC",2013,0,0.775238081,3.401475168,8.620185795,13.61498813,4.993341098
"LAKEC",2014,0,0.966331224,3.581888778,8.383713662,12.81745004,4.686782525
"LAKEC",2015,0.121785174,1.121090785,4.293929269,9.128805085,13.06897335,5.476723023
"LAKEC",2012,0.028729482,0.528047267,3.693444163,8.840389192,13.43117378,4.70216061
"LAKEC",1992,0,0.71688875,4.135995722,8.626841997,12.914608,5.039354766
"LAKEC",1993,0,0.577016691,2.979440181,7.13008512,10.27113639,4.016677114
"LAKEC",1994,0,0.580347619,4.07207477,8.744439131,13.51906236,5.045166804
"LAKEC",2016,0.00531329,1.055625778,4.795571471,8.673450546,12.67608545,5.108180144
"LAKEC",2024,NA,NA,NA,NA,NA,NA
"LAKEC",2017,0,0.938683207,3.64613757,8.092727775,13.86051199,5.02490629
"LAKEC",2005,0.005394307,1.320361931,3.51885347,8.255693108,13.2177258,5.055445181
"LAKEC",2006,0.007887305,0.766334672,3.647570426,7.863017772,13.00030536,4.835157925
"LAKEC",1995,0,0.686677185,2.804367174,6.827490391,10.86976482,4.051486046
"LAKEC",1996,0,0.940560578,2.820930768,5.689843466,11.41880057,3.90158824
"LAKEC",1997,0,0.422190834,2.21262731,7.311046963,11.11478509,3.951814882
"LAKEC",1998,0,0.562051205,2.860006987,7.614206331,13.20304596,4.566629307
"LAKEC",1999,0,0.430719656,2.667250583,6.121393216,11.32168493,3.803263344
"LAKEC",2023,NA,NA,NA,NA,NA,NA
"LAKEC",2003,0.15964357,0.865610066,3.237917936,7.915702768,13.56066652,4.673249874
"LAKEC",2004,0,0.578733847,4.301441549,8.243999195,13.23796527,4.829941846
"LAKEC",2018,0.209467179,0.728448772,3.21404883,8.63091464,13.85107887,4.887828587
"LAKEC",2007,0,0.884765813,3.549985609,8.968816842,14.5184724,5.334714494
"LAKEC",2008,0,0.753206994,3.179505982,7.517751725,12.2916709,4.358896258
"LAKEC",2009,0,0.990846723,3.207030539,9.301393031,12.83686623,4.896396875
"LAKEC",2010,0.03987556,0.745033848,2.812530722,7.908410645,12.76222113,4.396765704
"LAKEC",2011,0,0.668191889,2.575984407,7.417244453,11.69520496,4.25746984
"LAKEC",2022,NA,NA,NA,NA,NA,NA
"LAKEC",2019,0,0.555447048,3.408121183,8.07926739,12.76524402,4.712898845
"LAKEC",2020,0,0.57359194,2.952757276,8.08692263,13.14540351,4.588744513
"LAKEC",2021,0,0.521137163,3.329227399,9.354634812,14.10690788,5.126760032
"LOONC",2011,0.593253135,1.371929251,3.098492253,9.105092947,12.54404215,4.969098321
"LOONC",2012,0.781363439,1.28034513,4.026924787,9.50027708,13.70847242,5.369582496
"LOONC",2013,0.501098759,1.488275901,3.583076765,9.545383725,13.83831972,5.599940657
"LOONC",2010,0.598020144,1.281752224,3.207103985,8.473491377,12.72438918,4.761750067
"LOONC",2021,0.390969828,1.106846107,4.139712105,10.88600413,14.54475606,5.863523589
"LOONC",2022,NA,NA,NA,NA,NA,NA
"LOONC",2023,NA,NA,NA,NA,NA,NA
"LOONC",2024,NA,NA,NA,NA,NA,NA
"LOONC",2009,0.599616115,1.562108628,3.884859977,9.6554919,13.10007771,5.339757111
"LOONC",1997,0.42489873,1.120610586,2.992337676,8.16416652,12.16404257,4.742508472
"LOONC",1998,0.561050355,1.210241046,3.356015961,8.015852264,13.52195078,5.077737399
"LOONC",1999,0.594399644,1.29438981,3.574922107,8.372677751,12.83086803,4.84790432
"LOONC",2000,0.468723187,1.398720683,4.717907096,8.649535911,13.44836929,5.530903552
"LOONC",2001,0.310646498,1.162248409,4.002967658,9.985286581,13.77572569,5.642392942
"LOONC",2002,0.499678847,1.406684504,3.959731289,9.580411682,13.45479949,5.469878351
"LOONC",2014,0.561258226,1.460725712,3.702676968,9.323620465,13.38008426,5.242718046
"LOONC",2015,0.752568747,1.984304838,4.413745223,10.28165241,13.4237643,5.996085138
"LOONC",2008,0.465305523,1.443646085,3.41514939,8.787102026,13.18015489,5.054670228
"LOONC",2007,0.46927812,1.349286015,4.062187285,10.12925769,14.70720365,5.955848327
"LOONC",2017,0.46849712,1.241471384,3.913695834,8.314709665,13.74560949,5.327345131
"LOONC",2018,0.765218773,1.338678002,3.561499517,9.249857513,14.03512918,5.352513024
"LOONC",2019,0.422665332,1.141088894,3.900970985,9.100401223,13.19429171,5.250054668
"LOONC",2016,0.65536459,1.735313902,4.946561404,9.402758327,13.15839704,5.786814653
"LOONC",2006,0.4899994,1.419819156,4.006081246,9.218981816,13.53553235,5.466197408
"LOONC",1993,0.475863569,1.269837092,3.565258055,7.616992239,10.64137051,4.609382375
"LOONC",1994,0.415568926,1.174587686,4.332401762,9.824015985,13.58184726,5.631901127
"LOONC",2020,0.356798623,1.235679265,3.391038041,8.934626265,13.53840502,5.160047186
"LOONC",1992,0.407850298,1.334673481,4.230083215,9.007673277,13.04685801,5.442751486
"LOONC",2005,0.551993074,1.708349063,3.813318519,8.525750774,13.50251107,5.392839433
"LOONC",1995,0.586985755,1.414782405,3.299384617,7.405446382,11.87853667,4.647571809
"LOONC",1996,0.43405726,1.774948434,3.474783947,6.817082913,12.50956516,4.802230261
"LOONC",2003,0.62336166,1.392931301,3.759009292,9.609120054,14.2395757,5.494713057
"LOONC",2004,0.4763189,1.215694921,4.743134246,8.927078263,13.34705715,5.480791475
"MARSHC",1997,0,0.439895043,2.541862144,8.209030741,12.28029246,4.481025399
"MARSHC",1996,0,1.308907356,3.33414366,6.620337281,12.81598429,4.576557424
"MARSHC",2015,0.047375578,1.516324027,4.439435616,10.20065819,13.3401013,5.764232475
"MARSHC",2014,0,0.892242434,3.618578797,9.22741244,13.5557529,4.944852113
"MARSHC",2008,0,0.671748854,3.385636976,8.72257603,13.11610493,4.789700734
"MARSHC",1998,0,0.471919382,3.280152608,8.358881307,13.83821329,4.983419552
"MARSHC",1995,0,0.792619472,3.130943802,7.824357672,12.00035477,4.476814635
"MARSHC",2007,0,0.831592831,3.820474483,10.88358703,15.36493803,5.952117765
"MARSHC",2012,0,0.564759365,3.754250853,9.311016897,13.57403314,4.961068617
"MARSHC",2009,0,0.961260138,3.640641398,9.777605924,12.79224056,5.05055996
"MARSHC",1999,0,0.581983448,3.341600941,8.309507192,12.57338204,4.536185906
"MARSHC",2011,0,0.679804242,2.756933468,8.893978779,12.38939097,4.602451317
"MARSHC",2021,0,0.35896526,3.823189265,10.58420636,14.5868064,5.447555778
"MARSHC",2000,0,0.859649103,4.651058521,9.018368816,13.56042529,5.314750981
"MARSHC",2010,0,0.699183158,3.107293924,8.386905101,12.63163285,4.525728881
"MARSHC",1994,0,0.574643519,4.825645004,9.905486335,14.28271675,5.531773688
"MARSHC",2002,0,0.577119751,3.717753101,9.65459119,13.68753058,5.171940612
"MARSHC",2022,NA,NA,NA,NA,NA,NA
"MARSHC",2023,NA,NA,NA,NA,NA,NA
"MARSHC",2024,NA,NA,NA,NA,NA,NA
"MARSHC",1993,0,0.50565719,3.447708268,7.83613486,10.81002571,4.357915475
"MARSHC",1992,0,0.870335987,4.385336786,9.343268048,13.19551791,5.34847408
"MARSHC",2013,0,0.882339989,3.332845776,9.450042772,13.78184182,5.264852426
"MARSHC",2001,0,0.466666212,4.0547516,10.63935949,14.47551579,5.622880317
"MARSHC",2005,0,1.210082144,3.843704991,8.682079447,13.62188888,5.309183779
"MARSHC",2016,0,1.123878964,4.930668005,9.301615067,12.79016103,5.394788293
"MARSHC",2003,0.045476838,0.833252133,3.481547363,9.095493692,14.33272315,5.145621014
"MARSHC",2004,0,0.540781931,5.147118515,9.107829547,13.56580903,5.322397677
"MARSHC",2018,0.009787287,0.605522523,3.32606845,9.183915024,13.736638,4.996475332
"MARSHC",2006,0,0.688799597,4.041891325,9.167660774,13.91800152,5.231259712
"MARSHC",2020,0,0.480922562,2.92037274,8.908718928,13.3291812,4.916145991
"MARSHC",2017,0,0.854225106,4.060604442,8.511994111,13.45403506,5.060233748
"MARSHC",2019,0,0.455583882,4.019286906,8.795393908,12.94018382,4.910185476
"RUSHC",1997,0.781004323,1.598520953,4.089461371,9.384514648,13.10922493,5.636146428
"RUSHC",1994,0.804088237,1.740642495,5.544556073,10.76287767,14.2610844,6.573096337
"RUSHC",1995,1.017060953,1.856235214,4.682954516,9.420118555,12.98398403,5.74671692
"RUSHC",1996,0.818985263,2.020692813,4.369888138,8.765776903,13.29503276,5.567127336
"RUSHC",1998,0.826990987,1.697675139,4.321300363,9.379563154,14.46348449,6.050565237
"RUSHC",2023,NA,NA,NA,NA,NA,NA
"RUSHC",2024,NA,NA,NA,NA,NA,NA
"RUSHC",2013,0.902134957,1.890641306,5.32272577,11.73018424,15.01385227,6.681408837
"RUSHC",2022,NA,NA,NA,NA,NA,NA
"RUSHC",1993,0.948637204,1.67052712,4.906532151,9.295697462,12.07865682,5.671808625
"RUSHC",2006,1.025817303,1.967567603,5.310608737,11.20077824,14.46737795,6.446408956
"RUSHC",2007,0.852002647,1.911807726,5.379797483,11.30606638,15.48512733,6.808646977
"RUSHC",2008,0.845871078,1.87591008,4.597442033,9.899422008,14.03797399,5.901026608
"RUSHC",2009,0.952754717,2.075054848,4.918378593,10.8229727,14.07261188,6.307569399
"RUSHC",2010,0.852193075,1.857897737,4.404208254,9.708391817,14.08256611,5.917883001
"RUSHC",2011,0.877991579,1.748587705,4.125742042,10.34209076,13.93797358,5.943620391
"RUSHC",1999,0.916473043,1.84452604,4.679056513,9.817213998,13.67277685,5.705735604
"RUSHC",2000,0.900194523,1.988864097,5.944105061,10.32208909,14.20670512,6.47336273
"RUSHC",1992,0.814759093,1.834556589,5.979008598,10.50798666,13.86073933,6.487980767
"RUSHC",2018,1.030906588,1.706865087,4.632586227,10.80642427,14.76858612,6.275711105
"RUSHC",2019,0.78337222,1.608901594,5.09267023,10.83913362,14.25761645,6.289520216
"RUSHC",2020,0.764327225,1.774132878,4.336923859,11.07788033,14.46410324,6.323285448
"RUSHC",2021,0.662442487,1.58113477,5.573318966,12.09175502,15.5909118,6.859878205
"RUSHC",2001,0.622639506,1.568501547,4.922482486,11.41258404,14.73866313,6.597567879
"RUSHC",2002,0.802537001,1.757354817,5.158350391,11.15352177,14.3460029,6.496643545
"RUSHC",2012,0.748270011,1.667726905,5.324614388,10.99798453,14.87234598,6.419646119
"RUSHC",2004,0.895494953,1.772739494,6.292004821,10.42639263,14.30105971,6.562969076
"RUSHC",2005,0.918077206,2.145340523,5.644795334,10.421221,14.58723387,6.541832427
"RUSHC",2017,0.906664099,2.006396434,5.271821523,10.57290137,14.75304315,6.42508359
"RUSHC",2003,0.974227786,2.032782692,4.776581297,10.71925846,15.0965008,6.413321223
"RUSHC",2015,1.067334869,2.399596813,6.025266657,12.00127807,14.98957894,7.070749984
"RUSHC",2016,0.926090999,2.160447543,6.461663858,10.67330483,14.31631056,6.814544957
"RUSHC",2014,0.963422719,2.121900243,5.070385623,10.8691067,14.70499309,6.332705403
"SECESR",1998,0,0.494529756,3.014820907,7.931717577,14.21458382,4.847424377
"SECESR",2014,0,0.864425074,3.816210492,9.010615327,13.81561965,4.931063481
"SECESR",1997,0,0.203587542,2.451553611,7.983936691,12.06401344,4.24948314
"SECESR",1993,0,0.357922245,3.345943762,7.387435971,11.10156114,4.242277102
"SECESR",1994,0,0.43402958,4.417278733,9.677405294,14.33050106,5.311832075
"SECESR",1995,0,0.58386829,3.078898971,7.507972549,11.75371198,4.349403611
"SECESR",1996,0,1.008820786,3.041504545,6.203201186,12.43298132,4.211527568
"SECESR",2024,NA,NA,NA,NA,NA,NA
"SECESR",2010,0,0.621435494,3.198270322,8.341281725,13.4433929,4.6519001
"SECESR",2011,0,0.479219833,2.745429899,7.99493288,12.70204023,4.514922581
"SECESR",1999,0,0.249932358,3.137011933,6.643421064,12.60924272,4.153106836
"SECESR",2015,0,1.031577153,4.440531686,9.724123701,14.13112837,5.784158573
"SECESR",1992,0,0.627221001,4.285596238,9.197232253,13.68351097,5.329649684
"SECESR",2006,0,0.528271782,3.889662515,8.101302922,13.89425105,5.051375872
"SECESR",2007,0,0.763303999,3.936135234,9.743679089,15.34935009,5.603302399
"SECESR",2008,0,0.55070318,3.438932221,7.713860824,13.01076727,4.532841293
"SECESR",2009,0,0.7951611,3.63451452,10.05403558,13.63308899,5.156339473
"SECESR",2001,0,0.39180141,3.929151052,10.3778818,14.36613359,5.322290935
"SECESR",2002,0,0.404963316,3.515706238,9.17447982,13.65692013,4.921604091
"SECESR",2012,0,0.312276036,4.112659291,9.594964072,14.39485685,5.000702464
"SECESR",2000,0,0.725855399,4.518996965,7.541044724,13.81722792,5.006272659
"SECESR",2005,0,1.347140503,3.606924334,8.843147616,13.96078911,5.252722043
"SECESR",2020,0,0.58507245,3.319255164,8.524658465,13.94838421,4.893765974
"SECESR",2003,0,0.764910495,3.381126102,8.31557067,14.47906302,4.945958271
"SECESR",2004,0,0.473998503,4.563444316,8.855829171,14.0657908,5.152125936
"SECESR",2023,NA,NA,NA,NA,NA,NA
"SECESR",2019,0,0.323548092,3.631781896,8.739541982,13.68759755,5.029371815
"SECESR",2021,0,0.386899124,3.67050275,10.09638341,15.04634131,5.436325663
"SECESR",2022,NA,NA,NA,NA,NA,NA
"SECESR",2013,0,0.642528753,3.342692211,9.430555163,14.40639147,5.24725344
"SECESR",2016,0,0.90345143,5.008080199,9.335896392,13.36561027,5.401063854
"SECESR",2017,0,0.914446421,4.013243421,8.334405114,14.75386096,5.375427081
"SECESR",2018,0,0.658581519,3.416125767,9.401007664,14.77425913,5.162550118
"SULFUC",1994,0.163128999,0.752288844,3.911421305,8.95731848,12.98342207,4.976845581
"SULFUC",1995,0.081912395,0.871188993,2.888165646,6.444599755,10.61577526,3.951095572
"SULFUC",1996,0.063054603,1.271981438,2.891920562,5.783244704,11.32578934,4.014204604
"SULFUC",1993,0.02031952,0.744281213,3.076413317,6.595287934,10.061687,3.950338681
"SULFUC",2012,0.280818664,0.782800727,3.250796341,8.342734582,12.59787192,4.568730395
"SULFUC",2008,0.025992995,0.903319407,2.93456531,7.634650457,12.22877808,4.416012627
"SULFUC",2009,0.175261866,0.944354512,3.31719004,9.221125667,12.36037407,4.788317909
"SULFUC",2011,0.051782703,0.871697338,2.537031788,7.702602741,11.6213297,4.230183028
"SULFUC",2007,0,0.81931538,3.588077649,9.843679696,13.92912546,5.314962802
"SULFUC",2024,NA,NA,NA,NA,NA,NA
"SULFUC",2013,0,0.8238447,3.1284061,8.882642234,12.73713296,4.862887314
"SULFUC",2010,0.233583847,0.777103466,2.852265413,7.725498012,12.03157976,4.285400347
"SULFUC",2023,NA,NA,NA,NA,NA,NA
"SULFUC",2003,0.222260778,0.864761854,3.123619839,7.792980908,13.03627256,4.653243537
"SULFUC",2004,0.025702281,0.601978118,4.20416007,8.292184765,12.66374234,4.836975479
"SULFUC",2005,0.143599966,1.163753412,3.364523052,7.988050391,12.60751592,4.858034991
"SULFUC",2006,0.019023156,0.919422946,3.438224114,7.113491424,12.55412945,4.640808257
"SULFUC",1992,0.036513144,0.939043118,3.810423956,8.210338206,12.12497702,4.841739842
"SULFUC",2019,0.14205855,0.634517318,3.529969603,8.584057063,12.18458862,4.676801671
"SULFUC",2020,0.10059952,0.700458948,2.732482517,8.211476428,12.51439601,4.608658734
"SULFUC",2021,0.09220822,0.704732018,3.498494275,9.78768231,13.63670841,5.134555798
"SULFUC",2022,NA,NA,NA,NA,NA,NA
"SULFUC",1997,0,0.430716335,2.426584664,7.047099775,10.7900285,3.880265438
"SULFUC",1998,0.10130486,0.686951343,2.791435958,7.355690151,12.60366917,4.441558492
"SULFUC",1999,0,0.659819189,2.966683793,6.183172378,11.39506786,3.946134658
"SULFUC",2000,0.064300221,0.859489876,3.8264446,7.670820799,12.35945403,4.679669658
"SULFUC",2001,0.060095227,0.616240618,3.324542888,9.646233753,12.92157595,5.097829719
"SULFUC",2002,0.042344478,0.932056862,3.244159824,8.400986635,12.6857789,4.75543326
"SULFUC",2016,0.110212862,1.167727567,3.971802277,8.545762226,11.93369763,4.971432315
"SULFUC",2017,0.121409866,0.946281187,3.530907547,7.134101129,12.54200822,4.706353101
"SULFUC",2018,0.360371194,0.784535149,2.987953121,8.854293314,12.96759229,4.755491312
"SULFUC",2014,0.227945039,0.955578453,3.352450072,8.541910796,12.64162464,4.624883797
"SULFUC",2015,0.256953231,1.442706386,4.213131739,9.567271517,12.7695543,5.452743178
"VALEYC",2023,NA,NA,NA,NA,NA,NA
"VALEYC",2024,NA,NA,NA,NA,NA,NA
"VALEYC",2021,0,0.537115513,4.371693596,11.06092601,15.49826919,5.90219335
"VALEYC",2022,NA,NA,NA,NA,NA,NA
"VALEYC",2001,0,0.468366438,4.849156841,11.85651997,15.32689304,6.193009069
"VALEYC",2002,0,0.624832348,4.293455019,10.43278373,14.75827414,5.780016748
"VALEYC",1999,0,0.798921284,4.028043082,9.520931218,13.58912372,5.176296184
"VALEYC",2000,0,0.907795436,5.280367138,10.23372001,14.66270766,5.931020005
"VALEYC",1992,0,1.011702921,5.239618561,10.29403658,14.45600801,6.033920842
"VALEYC",1993,0,0.566291196,4.406836714,8.776814984,12.01355009,5.026192834
"VALEYC",1994,0,0.863318239,5.519981229,10.91296643,15.08103103,6.214175862
"VALEYC",1995,0,0.893469904,3.794920531,8.875589788,13.17113062,5.061970796
"VALEYC",1996,0,1.67513879,3.879740375,8.010463682,13.90153039,5.236630036
"VALEYC",1997,0,0.543627522,3.196687245,9.364365076,13.40548169,5.181036404
"VALEYC",1998,0,0.588250463,3.897248085,9.145461169,14.89511535,5.53802624
"VALEYC",2011,0,0.789266782,3.237917186,9.685688618,13.17278584,5.076535409
"VALEYC",2012,0,0.558277347,4.345652598,10.03467181,14.52971931,5.452671282
"VALEYC",2013,0,1.286470883,4.04430099,10.80152759,14.56135853,5.876073534
"VALEYC",2014,0,1.13259116,4.195755696,10.20979608,14.61429036,5.5160258
"VALEYC",2015,0,1.702621305,5.227964796,11.27290457,14.3945943,6.385787858
"VALEYC",2016,0,1.189881466,5.562977228,10.11188134,13.58122382,5.902197804
"VALEYC",2017,0,1.141450869,4.804924329,9.590630886,14.44590971,5.678054256
"VALEYC",2018,0,0.84827921,3.957798612,10.32450697,14.54429639,5.537829613
"VALEYC",2019,0,0.528695755,4.680617541,10.14805622,13.77389817,5.458536149
"VALEYC",2020,0,0.609693677,3.388729006,10.04888189,14.19946439,5.438200258
"VALEYC",2007,0,0.940223137,4.541368314,11.82125101,16.50300328,6.524865029
"VALEYC",2008,0,0.753512628,3.899344438,9.824878705,14.3017191,5.348431663
"VALEYC",2009,0,1.180377254,4.131429227,10.63913693,13.59421961,5.511373234
"VALEYC",2010,0,0.810593407,3.592932075,9.182116631,13.39984179,4.947446974
"VALEYC",2006,0,0.58837703,4.493770902,10.76987528,14.73268404,5.787556182
"VALEYC",2003,0,0.816315662,4.008860317,10.38602234,15.471365,5.68814209
"VALEYC",2004,0,0.636235344,5.676650246,10.3159237,14.54605153,5.8876401
"VALEYC",2005,0,1.163775892,4.432359759,9.41283972,14.65560927,5.692762522
